title,summaries,position,open,ticket,traffic,comment,site
十里琅珰,"十里琅珰是杭州驴友徒步的经典路线，十里琅珰是郎当岭，又名琅珰岭，古名扪壁岭。原指天竺山东，龙井村西，梅家坞村东北的山岭。现在习惯上把南起五云山，北至天竺一带山岗通称“郎当岭”。因山岗蜿蜒约数公里，又有“十里郎当”之称，即“十里琅珰”。十里琅珰原是古时候货郎挑担从钱塘江边道龙井、灵隐的近路，因为货担上发布叮铃当啷之声而得名，路途有近十里，因此叫“十里琅珰""",杭州市西湖区西湖风景名胜区十里琅珰,周一至周日 全天,8.00,乘做27路高峰线;27路高峰线[吴山夜市交通管制]到龙井村下,（77条）,
满觉陇,满觉陇，亦称满陇、满家弄，位于杭州西湖以南，是南高峰南麓的一条山谷。五代后晋天福四年(公元939年)建有圆兴院，北宋治平二年(公元1065年)改为满觉院，满觉意为“圆满的觉悟”，地因寺而得名。满觉陇因桂花而闻名，每年秋天，桂花盛开，香满空山，落英如雨，故有“满陇桂雨”之美誉。1985年，“满陇桂雨”被评为新西湖十景之一。,杭州市西湖风景名胜区满觉陇,周一至周日 8:30-16:30,免费,乘坐87路到满觉陇下车,（81条）,
中国茶叶博物馆,中国茶叶博物馆是以展示茶文化为主题的博物馆，内有茶史、茶萃、茶事、茶缘、茶具、茶俗六大相对独立而又相互联系的展示空间，从不同的角度对茶文化进行诠释。在这里你不仅可以看到国内外不同种的名茶，还可以欣赏中国各个历史时期茶具的演变和发展，了解茶的制作过程以及云南、四川、西藏、福建、广东以及明清时期的饮茶方法和礼仪。,杭州市西湖区龙井路双峰村,10月8日-次年4月30日：8:30-16:30，5月1日-10月7日：9:00-17:00；周一闭馆（节假日除外）。,免费,乘27、27路定时班、87路等公交车在双峰站下车可达,（78条）,http://www.teamuseum.cn/
良渚博物院,景点介绍：良渚博物院位于余杭区良渚镇，良渚和周边的遗址出土了大量四五千年前的精美玉器。在良渚博物院不仅可以一睹它们的真容，还能通过各种互动体验了解良渚文化的前世今生，带小朋友来寓教于乐也不错。博物馆概况：博物院的建筑本身就是一件艺术品，由英国设计师操刀设计，是座以“一把玉锥散落地面”为灵感的当代建筑。博物院内部共有发现求真、良渚古国、良渚文明三个展厅，其间穿插着三个天井式的露天庭院，以良渚文化的代表元素为装饰。穿梭在这个建筑空间内已然是一种享受。各展厅看点：走过前厅“站在杭州看良渚”，来到第一展厅“发现求真”。这里用蜡像复原了当年考古工作者发现良渚的场景，可以感知到良渚文化逐渐为人所知的过程。第一展厅最后还有一个体验教室，有考古小知识图解、案例和一些互动游戏。走出第一展厅便是玉璧庭院，玉璧造型的装饰在水中显得很有诗意，四周的美人靠可供小憩。玉璧庭院也是博物院出镜率最高的地方之一。第二展厅用现代的手段复原了一座“良渚古国”，在这里你能感受良渚文化中农业、制陶、制玉等生活细节，还有大型油画、沙盘模型、古城墙剖面等形式还原的营建莫角山时的场景。你能看到墙上大屏幕上不停有落雨的光滴，耳畔还有雷声阵阵，很有现场感，仿佛穿越回五千年前辉煌的良渚国。展厅的一角也有电子屏可以玩类似搭房子、陶器拼接等互动体验，让游客感受考古有趣的一面。第三展厅是整个博物院馆藏的精华所在，在这里你能看到玉琮、玉璧、玉钺等不少良渚文化的精品。这些藏品的外观可能算不上抢眼，但它数量多而且种类齐全，可以对良渚文化，或者玉器的礼制有个大致的了解。除了仔细欣赏玉器上细致繁复的花纹，不妨也跟着展牌上的介绍了解一下不同形制的玉器的意义和地位。博物院外的美丽洲是一大片公园，周末草地上常有游人搭起帐篷野餐。在博物院看完文物，有时间还可以去附近的良渚文化村逛逛，再到良渚食街吃一顿物美价廉的午餐。,杭州市余杭区美丽洲路1号,周二至周日 09:00-17:00（16:30停止入馆）法定假日除外。,免费,乘372路、389路至良渚博物院站；乘b支8路至良渚博物院正门站下车即是。,（81条）,http://www.lzmuseum.cn
严子陵钓台,严子陵钓台位于浙江省桐庐县城南15公里的富春山麓，是富春江主要风景点。在富春江镇西2500米富春山。因东汉严子陵隐居于此得名。严子陵，名光，会稽余姚人，东汉初年隐士。少时曾与刘秀同游学。刘秀即位后，但不愿出仕，遂更名隐居，“披羊裘钓泽中”。刘秀再三盛礼相邀，授谏议大夫，仍“不屈，乃耕于富春山”。老死于家，年八十。严子陵钓台由东台、西台、严先生祠、石坊、碑园、钓鱼岛、谢翱墓组成。严子陵钓台是富春江上一处集千年古迹文化与现代休闲体验于一体的大型水上休闲景区，分钓台、富春江小三峡、江南龙门湾三大区块。钓台是东汉名士严子陵隐居躬耕垂钓古迹，有全国“十大钓台之首”美誉。景区内有双台垂钓、客星亭、严先生祠、天下第十九泉、华东第一碑林等景点。钓台前面的富春江，风光与“长江三峡”颇为相似，故有“富春江小三峡”之美誉。江南龙门湾，是富春江上一处天然港湾，汇峡谷、平湖、孤屿、悬崖、瀑布、奇松于一体。游客既可进行游泳，打水仗，捉石蟹，水上拔河，寻找成语石等亲水活动，又可品香茗，听鱼唱、赏奇松，观石碧，玩棋牌，让整个身心融入到这片醉人的山水中去。,杭州市桐庐县富春江镇七里泷段,"
            ",,,（116条）,
新叶古村,新叶古村位于建德西南大慈岩镇，距大慈岩风景名胜区6公里，距诸葛八卦村11公里，由330国道可达村里。新叶村建于南宋嘉定十二年（1219年），因镇子以村后的玉华山为主山，所以新叶村子系被称为玉华叶氏。据考证，新叶村也是目前国内最大的叶氏聚居村。这里至今完好地保存着16座古祠堂、古大厅、古塔、古寺和200多幢古民居建筑。由于年代久远，建筑类型丰富，被海内外古建筑专家誉为“中国明清建筑露天博物馆”。走进新叶，你会体会到它悠久的历史、淳朴的民风，感受到现代社会少有的自然和恬静。村子里的街巷有上百条之多，密密麻麻的街巷纵横交错，户与户、房与房连成一个有机、有序的整体，构成一幅体现东方神秘文化的立体图象。另外，热门综艺节目《爸爸去哪儿2》也在此拍摄过。,杭州市大慈岩镇新叶村,8:00-16:00,古村免费参观；,在建德汽车南站乘到新叶的中巴，在新叶古村景区指示牌下车可达，约半小时一班，车费8元左右，车程约1小时,（68条）,http://www.xinyegucun.com
良渚文化艺术中心,除了水庭和河川之间种植的樱花树之外，建筑的背面也种植了大片森林，使建筑物安静地伫立于自然之中。每年樱花开放的时候，就是良渚文化艺术中心最美的时刻。艺术中心内四大庭园互相连接，成为良渚文化村的象征性庭园。这里定期会举办各种艺术活动，已经成为小镇艺术的殿堂。,杭州市余杭区滨河南路与玉鸟路交叉口旁,周一至周日 09:00-17:30,人均:35,乘坐372路;389路;491a线;491a线区间;1221路到良渚文化村站下车步行到达。,（11条）,
千岛湖风景区-渔乐岛,·渔乐岛是名副其实的“娱乐岛”，岛上的所有设施都是鱼的形状，与之相呼应的是成群的鱼儿撒欢。·岛上还有惹眼的人妖表演，亲水一族来渔乐岛更是再适合不过了，水上摩托艇、碰碰船、水上飘、香蕉船等水上娱乐项目让你玩到过瘾。·渔乐岛上还安放了一只巨锅，堪称“千岛湖第一锅”。,杭州市淳安县千岛湖中心湖区,上岛游船每天9:15、10:45两班，包游艇售票时间:8:00-15:00（天黑前返程，具体时间依船班航程而定）,门票包含在通票内,中心湖区A线乘船前往,（172条）,http://www.1islandlake.com/sy/
吴山夜市,吴山夜市有着20多年历史了，既不在吴山广场，也不在吴山路，在惠兴路—仁和路。这是杭州最老、最热闹的一条夜市，一年三百六十五天，它天天开张。远远的在路口就能看到里面人潮涌动，动火辉煌。这里是看杭州美女最好的地点，这里也是淘各种宝贝的最便利的地方。,杭州市上城区惠兴路（近邮电路）,"
            ",,公交:乘35路、38路、68路、208路、281路、290路等到井亭桥站下车，或乘822路到邮电路站下车即可到达,（264条）,
西湖天地,杭州时尚休闲之地，小资们热捧的聚集地，就在南山路上，面朝西湖，还有梧桐绿植点缀其间，还有别致的小径，咖啡店、甜点房和餐厅、酒吧一应俱全，多走的西式路线，每家店的装修都花了些心思，俨然是一块幽静的大花园，夜景尤其漂亮。,杭州市上城区南山路147号9C,全天开放,免费,公交:乘坐42、51、102路在涌金门站下车；乘坐4、7、38、60、822、游10、游2路在西湖大道站下车,（88条）,http://www.hzxhtd.com/
于谦祠,于谦祠，位于浙江省杭州西湖三台山麓，西湖乌龟潭畔。,杭州市西湖区三台山路161号,周二-周日8:30-16:30（周一闭馆，黄金周等节假日除外）,免费,乘坐197路;197路西湖南线大循环到于谦祠下,（87条）,
长桥公园,长桥公园，位于浙江省杭州西湖的东南角，南山路长桥旁。长桥是西湖三大情人桥之一，一说梁祝十八相送到此饯别，在桥上来来回回走了十八里路，祝英台以物喻情打了十八个比喻，是谓“路长桥不长”；另一说南宋布衣王宣教与陶师儿自由恋爱，为陶后母所阻，在长桥荷花池头双双殉情。故“长桥不长，断桥不断，孤山不孤”被称为“西湖三绝”。长桥公园现遍植桂树，公园沿湖延伸，布局精巧，意境深邃，有杭州“市花公园”的名称。,杭州市西湖区南山路,"
            ",免费,4路、4路区间、31路假日线(开行时间依据交警实施西湖南线大循环时间)可至52路西湖南线大循环、87路、194路、197路、318b线、318路、334路、游10线/y10线可至,（175条）,
韬光寺,韬光寺是灵隐景区中颇有影响的唐代古寺，位于永福禅寺旁，是由唐朝时四川著名的诗僧韬光禅师所建，也是因此得名。寺院历来以朝佛、观山、观海而著称，历史上白居易任杭州刺史时经常来到寺中煮茶吟诗。寺院的大门十分特别，呈白墙灰拱式，很有江南建筑的韵味。进入大门后是大雄宝殿、摩尼殿、金莲池、一潭山泉、观海楼、韬光祖师殿等，楼后还有吕洞宾塑像等，佛道合一，十分特别。寺内偶有人前来烧香，禅音古韵，十分安静祥和。,杭州市西湖区飞来峰景区法云弄(近永福寺),周一至周日 7:00-17:30（如有调整以当天景区公告为准）,免费,乘坐103路;121b线;121路;122路;324路至三天竺下车后步行1.6公里,（85条）,
径山寺,始建于唐中和年间（881-884年），五代吴越钱王缪题额为“吴兴正真禅院”。宋嘉泰间曾改为“妙觉寺”。南宋宁宗（1195-1224）御定全国禅寺最高等级为“五山十刹”，万寿禅寺列十刹第二。元末，万寿寺毁于兵火。正印和尚劝募重建。于元至顺元年（1330）建成。几经风霜，年代迁移，万寿禅寺的原貌已经模糊，如今向我们呈现的是80年代至今陆续重建的建筑整体，气势恢宏，庄严肃穆，万寿寺又恢复成为江南名刹，佛教圣地。上世纪80年代重修，盛唐时径山寺有殿宇楼阁数千，僧人3000余，位尊江南五山十刹之首；南宋时日本僧人将径山寺禅宗茶道随佛教典章带回日本，即今日日本茶道之源。当地产的径山茶，非常有名，也非常清香。,杭州市余杭区径山镇径山顶,周一至周日 07:30-16:30（16:30停止入场）,门票5人民币,乘533路公交车到径山寺站下车。,（33条）,
