title,type,house,area,price,lease,region,floor,orient,elevator,parking
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,9㎡,976,1~2年,滨江,26/27层,朝北,暂无数据,暂无数据
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,8㎡,905,1~2年,滨江,26/27层,朝南,暂无数据,暂无数据
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,11㎡,1110,1~2年,滨江,26/27层,朝南,暂无数据,暂无数据
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,11㎡,1191,1~2年,滨江,26/27层,朝南,暂无数据,暂无数据
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,8㎡,1137,1~2年,滨江,7/30层,朝南,暂无数据,暂无数据
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,7㎡,1003,1~2年,滨江,7/30层,朝北,暂无数据,暂无数据
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,10㎡,1182,1~2年,滨江,7/30层,朝南,暂无数据,暂无数据
整租 · 金龙大厦 1室1厅 4000元,1室1厅1卫,整租,44㎡,4000,2~3年,滨江,中楼层/28层,朝北,有,暂无数据
合租 · 钱塘春晓 4室1厅,4室1厅1卫,合租,7㎡,940,1~2年,滨江,7/30层,朝南,暂无数据,暂无数据
江南星座 1室1厅 7500元,1室1厅1卫,租赁方式未知,109㎡,7500,暂无数据,滨江,低楼层/23层,朝东,有,暂无数据
兴耀鑫都汇 2室1厅 3600元 跃层,2室1厅1卫,租赁方式未知,42㎡,3600,暂无数据,滨江,中楼层/20层,朝南,有,暂无数据
开发商装修 位置好 小区环境好，层高4.2米,1室1厅1卫,租赁方式未知,42㎡,5000,暂无数据,滨江,高楼层/19层,朝东,有,暂无数据
金铂湾精装公寓 近地铁 1室1厅配家具,1室1厅1卫,租赁方式未知,54㎡,5800,暂无数据,滨江,中楼层/24层,朝南,有,暂无数据
整租 · 金龙大厦 1室1厅 5500元,1室1厅1卫,整租,69㎡,5500,1~2年,滨江,中楼层/28层,朝北,有,暂无数据
整租 · 贺田尚城房东自住装修，拎包入住,5室2厅3卫,整租,276㎡,12000,1年以内,滨江,高楼层/11层,朝南,有,暂无数据
整租 · 精装江景房 出门沿江风光带  近联庄站地铁,3室2厅2卫,整租,158㎡,12500,暂无数据,滨江,低楼层/32层,朝南 北,有,暂无数据
整租 · 钱塘春晓大厦 1室2厅 6900元,1室2厅1卫,整租,78㎡,6900,1年以内,滨江,高楼层/15层,朝北,暂无数据,暂无数据
瑞立东方花城 三房一厅一厨一卫带一个朝南的阳台,3室1厅1卫,租赁方式未知,88㎡,5700,暂无数据,滨江,中楼层/24层,朝南,有,暂无数据
江南文苑 3室1厅 6500元,3室1厅1卫,租赁方式未知,89㎡,6500,暂无数据,滨江,中楼层/26层,朝南,有,暂无数据
整租 · 酒店式公寓，家电齐*，随时入住,1室1厅1卫,整租,47㎡,4300,1~2年,滨江,高楼层/33层,朝北,有,暂无数据
整租 · 精装酒店式公寓，家电齐*，随时入住,1室1厅1卫,整租,47㎡,4300,1~2年,滨江,高楼层/33层,朝北,有,暂无数据
整租 · 装修一居室，之前没有出租过，干净清爽,1室1厅1卫,整租,49㎡,5000,1~2年,滨江,高楼层/33层,朝南,有,暂无数据
整租 · 适合单身 情侣的干净清爽 一居室,1室1厅1卫,整租,44㎡,3300,2~3年,上城,高楼层/6层,朝南,无,暂无数据
整租 · 景江城市花园，电梯房小一室公寓，拎包入住,1室0厅1卫,整租,48㎡,4200,1~2年,上城,中楼层/28层,朝南 东北,有,暂无数据
整租 · 复兴南苑 两居室 房东自住装修,2室1厅1卫,整租,55㎡,4800,1~2年,上城,低楼层/6层,朝南,无,暂无数据
华藏寺巷 1室1厅 2600元,1室1厅1卫,租赁方式未知,30㎡,2600,暂无数据,上城,中楼层/7层,朝南,无,暂无数据
建国南苑 1室0厅 2900元,1室0厅1卫,租赁方式未知,34㎡,2900,暂无数据,上城,中楼层/7层,朝东 西,无,暂无数据
钱江时代公寓 3室1厅 11000元 跃层,3室1厅2卫,租赁方式未知,142㎡,11000,暂无数据,上城,高楼层/24层,朝南,有,暂无数据
整租 · 金都华府 三房两厅  精装修,3室2厅2卫,整租,135㎡,9000,2~3年,上城,中楼层/21层,朝南,有,租用车位
整租 · loft带阳台 装修清爽 可拎包入住,2室1厅2卫,整租,49㎡,5500,1~2年,上城,中楼层/18层,朝南,有,暂无数据
皮市巷中间楼层，清爽干净的大两房，期待您的入住。,2室1厅1卫,租赁方式未知,63㎡,4300,暂无数据,上城,中楼层/7层,朝南,无,暂无数据
大王庙巷小区 2室1厅 5000元,2室1厅1卫,租赁方式未知,59㎡,5000,暂无数据,上城,中楼层/7层,朝南,无,暂无数据
太和广场 3室2厅 9000元,3室2厅2卫,租赁方式未知,138㎡,9000,暂无数据,上城,低楼层/32层,朝西南,有,暂无数据
近江家园七园 2室1厅 5000元,2室1厅1卫,租赁方式未知,81㎡,5000,暂无数据,上城,中楼层/18层,朝南,有,暂无数据
整租 · 新世纪外国语边一居室，光照好，环境幽静,1室1厅1卫,整租,45㎡,4200,1~2年,上城,中楼层/8层,朝东 西,无,暂无数据
整租 · 皮市巷 1室1厅 3500元,1室1厅1卫,整租,45㎡,3500,1~2年,上城,中楼层/7层,朝南 北,无,暂无数据
江城路216号 2室1厅 4500元,2室1厅1卫,租赁方式未知,83㎡,4500,暂无数据,上城,中楼层/7层,朝南,暂无数据,暂无数据
郡亭公寓 5室1厅 10000元,5室1厅1卫,租赁方式未知,158㎡,10000,暂无数据,上城,高楼层/30层,朝东南,有,暂无数据
赞成林风沁林苑 2室1厅 8500元,2室1厅1卫,租赁方式未知,104㎡,8500,暂无数据,上城,中楼层/10层,朝南,有,暂无数据
小河下小区，温馨 一房，舒适港湾,1室1厅1卫,租赁方式未知,32㎡,3600,暂无数据,上城,低楼层/7层,朝东,无,暂无数据
整租 · 西湖边的好装修两房，闹中取静空气清新。,2室1厅1卫,整租,58㎡,6300,1~2年,上城,中楼层/5层,朝南 北,无,暂无数据
整租 · 紫花苑1室1厅，拎包入住，中间楼层,1室1厅1卫,整租,49㎡,3500,1年以内,上城,中楼层/14层,朝南,有,暂无数据
整租 · &bull;	婺江路地铁口 干净舒适 家电家具齐*,3室1厅1卫,整租,103㎡,5500,1年以内,上城,高楼层/27层,朝南,有,暂无数据
整租 · 楼层好，价格实惠，房子干净清爽，地铁口,2室1厅1卫,整租,53㎡,3500,1年以内,上城,中楼层/6层,朝南,无,暂无数据
合租 · 建国南苑 2室1厅,2室1厅1卫,合租,16㎡,1800,3个月,上城,1/7层,朝北,无,暂无数据
整租 · 中山苑一居室 窗外是个大露台 拎包入住,1室1厅1卫,整租,41㎡,3500,2~3年,上城,低楼层/17层,朝东,有,暂无数据
整租 · 浙江国贸大厦 1室0厅,1室0厅1卫,整租,35㎡,3200,3~12个月,上城,17/21层,朝北,暂无数据,暂无数据
合租 · 长堤明苑 5室1厅,5室1厅2卫,合租,11㎡,2160,1~2年,上城,8/9层,朝南,暂无数据,暂无数据
合租 · 金隆花园 7室2厅,7室2厅1卫,合租,15㎡,1650,1年,上城,13/18层,朝东北,有,暂无数据
整租 · 姚园寺巷 有房出租 交通生活方便,1室1厅1卫,整租,43㎡,2800,1~2年,上城,中楼层/7层,朝南,无,暂无数据
玉兔路小区 2室1厅 3800元,2室1厅1卫,租赁方式未知,57㎡,3800,暂无数据,拱墅,中楼层/7层,朝南,无,暂无数据
浅水湾城市花园，沈塘桥地铁站*明户型精装修 带车位,4室2厅2卫,租赁方式未知,160㎡,8300,暂无数据,拱墅,中楼层/18层,朝南,有,暂无数据
浅水湾城市花园 4室1厅 8500元,4室1厅2卫,租赁方式未知,125㎡,8500,暂无数据,拱墅,高楼层/18层,朝南,有,暂无数据
合租 · 景瑞申花郡 4室1厅,4室1厅2卫,合租,20㎡,2280,1~12个月,拱墅,7/14层,朝南,暂无数据,暂无数据
合租 · 阳光郡 5室1厅,5室1厅2卫,合租,22㎡,1890,3~12个月,拱墅,14/24层,朝西,有,租用车位
整租 · 莫干山路上的精品好房，配套齐*,3室1厅1卫,整租,91㎡,4600,1年以内,拱墅,低楼层/7层,朝南 北,无,暂无数据
合租 · 天阳尚景国际 4室1厅,4室1厅2卫,合租,18㎡,1330,3~6个月,拱墅,15/28层,朝南,暂无数据,暂无数据
新青年广场 1室1厅 2500元,1室1厅1卫,租赁方式未知,33㎡,2500,暂无数据,拱墅,低楼层/18层,朝北,有,暂无数据
小区环境优美，房子装修好，业主诚心出租。,3室2厅2卫,租赁方式未知,125㎡,6800,暂无数据,拱墅,中楼层/18层,朝南 北,有,暂无数据
星河明苑 2室1厅 4600元,2室1厅1卫,租赁方式未知,65㎡,4600,暂无数据,拱墅,高楼层/14层,朝南,有,暂无数据
沈塘苑 2室1厅 5000元,2室1厅1卫,租赁方式未知,89㎡,5000,暂无数据,拱墅,高楼层/7层,朝南,无,暂无数据
整租 · 名城公馆 3室1厅 6000元,3室1厅1卫,整租,89㎡,6000,1~2年,拱墅,高楼层/23层,朝南,有,暂无数据
整租 · 大关南三苑 2室2厅 3350元,2室2厅1卫,整租,54㎡,3350,1~2年,拱墅,低楼层/7层,朝南,无,暂无数据
整租 · 西城时代 1室1厅,1室1厅1卫,整租,50㎡,3500,7~12个月,拱墅,13/20层,朝东南,暂无数据,租用车位
整租 · 中天西城纪 1室1厅 LOFT,1室1厅1卫,整租,35㎡,3900,3~4个月,拱墅,12/14层,朝北,有,租用车位
整租 · 德信银树湾 2室2厅 4800元,2室2厅1卫,整租,89㎡,4800,1~2年,拱墅,中楼层/24层,朝南,有,暂无数据
浅水湾城市花园 3室1厅 5000元,3室1厅1卫,租赁方式未知,70㎡,5000,暂无数据,拱墅,中楼层/5层,朝南,无,暂无数据
整租 · 富越香郡盈座 1室1厅,1室1厅1卫,整租,52㎡,3200,3~12个月,拱墅,17/25层,朝南,有,暂无数据
整租 · 富越香郡盈座 1室1厅,1室1厅1卫,整租,49㎡,3200,1年以内,拱墅,24/25层,朝南,暂无数据,暂无数据
合租 · 庆隆苑 3室1厅,3室1厅2卫,合租,14㎡,2430,1~2年,拱墅,18/18层,朝南,暂无数据,暂无数据
整租 · 银泰清爽3室，家具家电齐*，拎包入住,3室1厅2卫,整租,89㎡,5800,1~2年,拱墅,中楼层/27层,朝南,暂无数据,暂无数据
整租 · 东方福邸，品牌开发商，两居室，自住装修，看房方便,2室2厅1卫,整租,89㎡,6100,1年以内,拱墅,中楼层/24层,朝东南,有,暂无数据
普金家园 2室1厅 3500元,2室1厅1卫,租赁方式未知,62㎡,3500,暂无数据,拱墅,高楼层/6层,朝南,无,暂无数据
仓基新村视野广阔舒适一居室值得拥有,1室1厅1卫,租赁方式未知,42㎡,2600,暂无数据,拱墅,高楼层/7层,朝南,无,暂无数据
百大花园地铁口小面积办公房，可长期出租,2室1厅1卫,租赁方式未知,112㎡,6500,暂无数据,拱墅,高楼层/18层,朝南,有,暂无数据
好装修的两室，老小区也有新感觉，业主诚心出租。,2室2厅1卫,租赁方式未知,83㎡,6000,暂无数据,拱墅,中楼层/7层,朝南,无,暂无数据
整租 · 一清新村两房出租，拎包入住，采光好，中间楼层,2室2厅1卫,整租,67㎡,4400,3年以上,拱墅,中楼层/6层,朝南,无,暂无数据
整租 · 中国铁建国际汇 1室1厅 3500元 复式,1室1厅1卫,整租,36㎡,3500,1年以内,拱墅,中楼层/19层,朝南,有,暂无数据
整租 · 九龙仓碧玺，采光充足.........,3室2厅1卫,整租,89㎡,5500,2~3年,拱墅,中楼层/32层,朝南,有,暂无数据
整租 · &bull;	你值得拥有，江景房，领包入住，家具家电齐*,1室0厅1卫,整租,63㎡,7500,1年以内,江干,高楼层/34层,朝南,有,暂无数据
朗诗国际街区 2室3厅 4000元,2室3厅1卫,租赁方式未知,82㎡,4000,暂无数据,江干,低楼层/32层,朝南,有,暂无数据
鑫运时代金座 2室1厅 3300元,2室1厅1卫,租赁方式未知,47㎡,3300,暂无数据,江干,高楼层/11层,朝南 北,有,暂无数据
广宇东承府 1室1厅 2600元,1室1厅1卫,租赁方式未知,49㎡,2600,暂无数据,江干,低楼层/17层,朝南 北,有,暂无数据
整租 · 民用水电 拎包入住  生活配套齐*  交通出行方便,1室1厅1卫,整租,33㎡,2400,1年以内,下城,高楼层/13层,朝南,有,暂无数据
德胜东村 2室1厅 3000元,2室1厅1卫,租赁方式未知,51㎡,3000,暂无数据,下城,中楼层/7层,朝南,无,暂无数据
整租 · 东新府好三房，北面最繁华商圈新天地，可随时入住,3室1厅1卫,整租,84㎡,5100,2~3年,下城,中楼层/16层,朝南,暂无数据,暂无数据
整租 · 中江花园 永康苑 附.近  贴沙河* 低楼层两房,2室1厅1卫,整租,59㎡,3500,1~2年,下城,中楼层/7层,朝南,无,暂无数据
整租 · 户型正气 交通便利 精装修 电梯房,2室2厅1卫,整租,94㎡,4300,1~2年,下城,中楼层/11层,朝南 北,有,暂无数据
整租 · 中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室1厅1卫,整租,47㎡,3000,1年以内,下城,中楼层/17层,朝南,有,暂无数据
整租 · 锦园地铁两房出租，钥匙房，随时看房。,2室1厅1卫,整租,47㎡,3200,1~2年,下城,高楼层/7层,朝西,无,暂无数据
整租 · 流水东苑 三室一厅 家具家电齐* 拎包入住,3室1厅1卫,整租,85㎡,5500,1~2年,下城,中楼层/7层,朝南 北,无,暂无数据
整租 · 凤起潮鸣的邻居云龙公寓的伙伴！,2室2厅1卫,整租,90㎡,5499,2~3年,下城,高楼层/22层,朝东 南,有,暂无数据
此房两房朝南，户型正，中间楼层，采光好,2室2厅1卫,租赁方式未知,88㎡,4000,暂无数据,下城,中楼层/11层,朝南 北,有,暂无数据
整租 · 凤起路地铁150米 这么便宜的房子很难找 可合租,2室1厅1卫,整租,59㎡,4100,1年以内,下城,中楼层/7层,朝南,无,暂无数据
整租 · 永丰巷 两房朝南精装 价格美丽 看房提前联系,2室1厅1卫,整租,53㎡,4500,1年以内,下城,高楼层/7层,朝南 北,无,暂无数据
整租 · 精装大两房，有电梯，家具家电齐*，给您家的感觉,2室1厅1卫,整租,93㎡,4900,暂无数据,下城,中楼层/21层,朝南 北,有,暂无数据
整租 · 武林路体育场路交叉口，出行方便。,3室1厅1卫,整租,70㎡,5200,1~2年,下城,高楼层/7层,朝南,无,暂无数据
整租 · 地铁一号线 精装修 采光好 拎包入住,4室3厅2卫,整租,192㎡,12500,2~3年,下城,高楼层/16层,朝南,有,暂无数据
朝晖六区 3室1厅 5200元,3室1厅1卫,租赁方式未知,90㎡,5200,暂无数据,下城,低楼层/6层,朝南,无,暂无数据
大家武林府 1室1厅 8000元,1室1厅1卫,租赁方式未知,55㎡,8000,暂无数据,下城,高楼层/21层,朝西,有,暂无数据
整租 · 北景竹邻苑  精装三房 拎包入住,3室2厅1卫,整租,103㎡,4500,2~3年,下城,中楼层/6层,朝南,无,暂无数据
体育场路71-176号 1室1厅 3600元,1室1厅1卫,租赁方式未知,37㎡,3600,暂无数据,下城,低楼层/6层,朝南,无,暂无数据
王马巷 2室1厅 1800元,2室1厅1卫,租赁方式未知,50㎡,1800,暂无数据,下城,中楼层/7层,朝南 北,无,暂无数据
整租 · 现代景苑 4室2厅 10500元,4室2厅2卫,整租,182㎡,10500,3年以上,下城,低楼层/24层,朝南 北,有,暂无数据
整租 · 长板里 简装2楼 采光好 设施齐*,2室1厅1卫,整租,59㎡,4000,1年以内,下城,低楼层/5层,朝南,无,暂无数据
新德佳苑 2室1厅 4200元,2室1厅1卫,租赁方式未知,58㎡,4200,暂无数据,下城,中楼层/22层,朝南,有,暂无数据
朝晖六区 2室1厅 3900元,2室1厅1卫,租赁方式未知,60㎡,3900,暂无数据,下城,低楼层/7层,朝南,无,暂无数据
整租 · 青春坊 2室1厅 4000元,2室1厅1卫,整租,49㎡,4000,1~2年,下城,中楼层/7层,朝南,无,暂无数据
整租 · 下城北景芳洲苑 大三房出租 简单装修可 拎包入住,3室2厅2卫,整租,120㎡,4000,2~3年,下城,中楼层/11层,朝南,有,暂无数据
整租 · 愿给在外拼搏的你一个温暖的小家,2室1厅1卫,整租,94㎡,6000,1年以内,西湖,低楼层/24层,朝南,有,暂无数据
欢腾金座 1室1厅 3000元,1室1厅1卫,租赁方式未知,33㎡,3000,暂无数据,萧山,中楼层/22层,朝北,有,暂无数据
星桥桂花城 3室2厅 2000元 跃层,3室2厅2卫,租赁方式未知,118㎡,2000,暂无数据,余杭,高楼层/5层,朝南,暂无数据,暂无数据
星耀城 1室1厅 5800元,1室1厅2卫,租赁方式未知,45㎡,5800,暂无数据,滨江,中楼层/20层,朝东北,有,暂无数据
整租 · 平海公寓 1室1厅 3900元,1室1厅1卫,整租,46㎡,3900,1~2年,上城,低楼层/18层,朝东 西,有,暂无数据
仓基三房 清爽装修 沿运河 拎包入住 强烈推荐,3室1厅1卫,租赁方式未知,79㎡,4700,暂无数据,拱墅,高楼层/6层,朝南,无,暂无数据
整租 · 景芳五区两居室，干净清爽，适合一家人,2室1厅1卫,整租,49㎡,3600,1年以内,江干,高楼层/7层,朝南,无,暂无数据
整租 · 江干三里亭 绿城 玉兰公寓 二室一厅,2室1厅1卫,整租,87㎡,5500,1年以内,江干,低楼层/18层,朝南 北,有,暂无数据
世茂四居自住装修地铁口南北透通拎包入住江景房,4室2厅2卫,租赁方式未知,134㎡,6500,暂无数据,江干,高楼层/33层,朝南 北,有,暂无数据
整租 · 上下楼很方便，电梯房，装修好，通风透气，拎包入住,2室1厅1卫,整租,103㎡,5500,1~3个月,江干,中楼层/11层,朝南,有,租用车位
整租 · 福雷德广场 1室1厅 2800元,1室1厅1卫,整租,62㎡,2800,1~2年,江干,低楼层/12层,朝南,有,暂无数据
整租 · 一号线地铁精装大两房，拎包入住，家具家电齐*,3室1厅1卫,整租,86㎡,5000,1~2年,江干,低楼层/16层,朝南 北,有,暂无数据
南肖埠文景苑 3室2厅 7200元,3室2厅2卫,租赁方式未知,140㎡,7200,暂无数据,江干,低楼层/7层,朝南,有,暂无数据
金沙湖1号 2室2厅 3300元,2室2厅1卫,租赁方式未知,66㎡,3300,暂无数据,江干,中楼层/19层,朝南,有,暂无数据
整租 · 世茂江滨花园瑞景湾 2室2厅,2室2厅1卫,整租,89㎡,3700,1年,江干,11/33层,朝南 北,有,暂无数据
整租 · 丁兰广场隔街商品房冠宇隽园三房，拎包入住,3室2厅1卫,整租,88㎡,4000,2~3年,江干,中楼层/16层,朝南 北,有,暂无数据
整租 · 华元云水苑 1室1厅,1室1厅1卫,整租,48㎡,2300,1年,江干,3/11层,朝南,有,租用车位
万科公园大道 2室2厅 4800元,2室2厅1卫,租赁方式未知,89㎡,4800,暂无数据,江干,中楼层/17层,朝南,有,暂无数据
整租 · 宋都晨光国际 3室2厅 跃层,3室2厅2卫,整租,90㎡,5000,6~12个月,江干,22/31层,朝南,有,租用车位
