name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address
初·居食屋(万象汇店),日本菜,￥116,准五星商户,272.0,8.5,8.9,9.0,鳗鱼饭,鹅肝手握,寿喜锅,万象汇,金城路927号万象汇2楼L227号
山葵家精致料理寿司吧(西溪印象城店),日本菜,￥154,准五星商户,2997.0,8.7,9.1,9.0,刺身,牛油果反卷,鳗鱼盖饭,西溪印象城,五常大道1号西溪印象城2楼48b
户奈·居酒屋(下沙店),日本菜,￥106,五星商户,334.0,9.0,9.1,9.1,三文鱼刺身,土豆色拉,牛肉寿喜锅,下沙,学源街1168号2楼
鮨一日本料理,日本菜,￥1798,五星商户,337.0,9.0,9.1,9.2,金枪鱼大脂,迷你海鲜盖饭,海胆,龙井/虎跑,上满觉陇路12号
浅草屋寿司(宝龙三号店),日本菜,￥65,五星商户,310.0,9.1,9.1,9.1,海鲜玉子烧,抹茶布丁,芒果鳗鱼加州,下沙,学府街宝龙城市广场一期7幢105号
築地·居酒屋(中山中路店),日本菜,￥144,准五星商户,139.0,8.4,9.1,8.8,日式牛肉饭,鹅肝寿司,抹茶布丁,湖滨,中山中路334号
蘭池天然豚骨ラーメン(学院路店),日本菜,￥33,准五星商户,934.0,8.3,8.8,8.9,招牌豚骨汤拉面,软冰激凌,日式盐味蛋,高新文教区,杭州学院路76号
小条食堂(中大银泰城店),日本菜,￥54,准五星商户,114.0,8.4,9.0,8.9,芝士厚蛋烧,招牌日式炸猪排,芝麻八爪鱼,中大银泰,东新路822号中大银泰城6号门扶手梯二楼或商场内部必胜客往前30米。
三上铁人料理(世贸丽晶EAC店),日本菜,￥194,五星商户,1123.0,9.1,9.2,9.1,三文鱼加州反卷,牛油果鳗鱼卷,香煎银鳕鱼佐松露白酱,西湖北线/黄龙,教工路18号世贸丽晶城EAC欧美中心1号楼2楼
喜豚亚洲猪排专门店(滨江龙湖天街店),日本菜,￥57,准五星商户,888.0,8.5,9.0,9.0,猪排套餐,豚骨拉面,地狱拉面,开发区/高教园,长河街道江汉路1515号滨江龙湖天街B1-03/04
小林刺身(朝晖店),日本菜,￥115,五星商户,396.0,9.0,9.1,9.1,烤牛舌,鹅肝寿司,鳗鱼饭,朝晖地区,朝晖路108-6号
泽田屋·深夜小酒馆(宝龙城店),日本菜,￥131,准五星商户,679.0,8.6,9.1,9.0,牛肉寿喜锅,鳗鱼饭,三文鱼刺身,滨江宝龙城,江南大道诚业路交叉口宝龙城市广场1-1101
京都米料亭,日本菜,￥94,四星商户,599.0,8.3,8.9,8.6,鳗鱼三吃定食,日式照烧鸡定食,米料亭日式牛肉锅米御膳,湖滨,延安路258号湖滨银泰in77C区B1楼A025号
蟹屋·深海蟹料理专门店(滨江天街店),日本菜,￥285,五星商户,901.0,8.8,9.2,9.1,雪蟹火锅,冰镇雪蟹,芝士焗蟹宝,滨江天街,江汉路龙湖杭州滨江天街2楼32号
鱼见亭日式料理,日本菜,￥137,五星商户,255.0,9.1,9.2,9.2,百香果南瓜,牛肉土豆饼,和风牛肉,滨江宝龙城,火炬大道581号三维大厦C座一楼
中心屋日本料理(浣纱店),日本菜,￥188,准五星商户,1967.0,8.9,9.0,9.1,虾仁蛋黄酱,鳗鱼饭,黑加仑西柚汁,解放路沿线,浣纱路108号
久赞深海水產·寿司(嘉里中心店),日本菜,￥80,准五星商户,865.0,8.7,8.9,8.9,三文鱼刺身,青青虫寿司,味增汤,凤起路沿线,延安路385号嘉里中心B1层NB101b
Mo-Mo牧场(大悦城店),日本菜,￥159,准五星商户,380.0,8.5,8.8,9.0,寿喜锅,牛肩肉,焦糖布丁,北大桥／大悦城,莫干山路与隐秀路交叉口大悦城6层
鸟上烧鸟居酒屋,日本菜,￥119,五星商户,352.0,8.6,8.9,9.1,鹅肝寿司,人气炭烤牛舌,鸡软骨,凤起路沿线,武林路121号铭店楼1楼
月泷轩日料-延续匠心情怀(河东路店),日本菜,￥99,五星商户,1604.0,9.1,9.1,9.1,牛油果三文鱼,鳗鱼饭,烤鲭鱼,朝晖地区,河东路196-2号
初·居食屋(万象城购物中心店),日本菜,￥116,四星商户,1528.0,8.3,8.3,8.3,鹅肝手握,鳗鱼饭,铁板牛舌,钱江新城,富春路701号万象城购物中心B1层B1S90号商铺
蟹屋·深海蟹料理专门店(来福士中心店),日本菜,￥267,准五星商户,1281.0,8.7,9.1,9.0,冰镇雪蟹,蟹肉芝士焗番薯,蟹肉小火锅,钱江新城,富春路与新业路交叉口来福士广场7楼
喜料亭·精致炭火烤肉(龙湖杭州金沙天街店),日本菜,￥115,准五星商户,150.0,8.5,8.7,8.7,调味牛五花肉,喜料亭秘制梅花肉,上等玫瑰牛舌,下沙,金沙大道560号龙湖杭州金沙天街5楼
壹屋渔私厨料理,日本菜,￥211,五星商户,138.0,9.1,9.1,9.1,刺身海胆拼盘,寿司拼盘,和牛鹅肝寿司,吴山广场/河坊街,大井巷50号
小林刺身(西溪店),日本菜,￥100,五星商户,3292.0,9.0,8.4,8.8,三文鱼厚切,鹅肝寿司,小林卷,西湖北线/黄龙,西溪路418号
宜之蘭烧肉(来福士中心店),日本菜,￥190,准五星商户,958.0,8.4,8.9,8.7,主厨原味牛舌,芝士喷枪吃法,阿根廷红虾,钱江新城,新业路228号来福士中心L4-35
热血兄弟(新天地中心店),日本菜,￥138,准五星商户,445.0,8.9,8.8,8.9,牛小排双拼,厚切牛舌,热血横膈膜,新天地,长浜路与新天地街交口新天地购物中心5楼L515号
热血兄弟(滨江宝龙店),日本菜,￥139,准五星商户,1546.0,8.9,8.8,9.0,牛小排双拼,厚切横膈膜,牛舌双拼,滨江宝龙城,滨江宝龙城一楼商业街M-F1-002
喜豚亚洲猪排专门店(嘉里中心店),日本菜,￥59,四星商户,2413.0,8.1,8.8,8.5,猪排套餐,明虾配梅肉芝士套餐,豚骨拉面,凤起路沿线,延安路353号杭州嘉里中心3幢B1层110号
浅草屋寿司(宝龙二号店),日本菜,￥72,五星商户,628.0,9.1,9.0,9.1,芒果鳗鱼加州,抹茶布丁,海鲜玉子烧,下沙,学府街宝龙城市二期26幢109号
御江户日式炭火烤肉(滨江天街铂金岛店),日本菜,￥157,准五星商户,311.0,9.0,9.0,8.9,特上厚切牛舌,上等牛肋条,极上牛隔膜,滨江天街,江汉路1515号龙湖天街外围铂金岛商业街1楼
江户前创作料理(大悦城店),日本菜,￥143,准五星商户,197.0,8.6,9.0,9.1,刺身拼盘,鹅肝温泉蛋饭,三文鱼刺身,北大桥／大悦城,莫干山路与隐秀路交叉口杭州大悦城7楼17号商铺
山葵家精致料理寿司吧(东坡店),日本菜,￥141,五星商户,218.0,9.1,9.2,9.1,刺身,日式烤鳗鱼,秋天童话,湖滨,东坡路3号湖滨银泰A区二楼
勇日本料理(万科金色城品店),日本菜,￥364,五星商户,682.0,9.2,8.6,9.1,海胆,三文鱼腩,勇寿司,城站火车站,西湖大道149号万科金色城品109室
上越料理·胶原美人锅(朝晖路店),日本菜,￥168,五星商户,167.0,9.1,9.1,9.1,九宫格,三文鱼刺身,活海胆,朝晖地区,朝晖路218号
嘻游记·烧肉(大悦城店),日本菜,￥139,准五星商户,200.0,8.7,9.0,9.0,烧肉拼盘2人拼,烤肉,寿喜锅,北大桥／大悦城,莫干山路大悦城商业中心L6-12号商铺
鱼町刺身,日本菜,￥233,五星商户,203.0,9.2,9.2,9.4,蓝鳍金枪鱼红身寿司,刺身拼盘,芝士豆腐,武林广场,桃花河弄7号
喜豚亚洲猪排专门店(来福士中心店),日本菜,￥62,准五星商户,1329.0,8.4,8.9,8.9,原味猪排套餐,芝士炸虾猪排套餐,明虾配梅肉芝士套餐,钱江新城,新业路228号来福士中心05层17号
蟹屋·深海蟹料理专门店(万象汇店),日本菜,￥255,准五星商户,224.0,8.6,9.0,8.7,冰镇雪蟹,雪蟹火锅,芝士焗番薯,万象汇,金城路927号万象汇2层L269号
浅草屋寿司(滨河广场店),日本菜,￥86,五星商户,1291.0,9.1,8.8,8.9,芒果鳗鱼卷寿司,土豆泥,人气泡菜锅,凤起路沿线,建国北路滨河广场负一楼
大川精致料理·居酒屋,日本菜,￥119,五星商户,641.0,8.9,8.7,9.0,牛肉寿喜锅,鳗鱼先生的饭,厚切牛舌,城站火车站,金鸡岭路46号
壹期壹会·深海日料自助,日本菜,￥292,四星商户,2117.0,7.9,8.8,8.2,肥牛寿喜锅,鹅肝手握,刺身三拼,凤起路沿线,中河北路58号
怪兽烧肉·Kaiju Yakiniku(杭州印店),日本菜,￥239,准五星商户,318.0,8.7,8.7,9.0,极上牛小排,和牛松茸炒饭,特等牛舌,星光大道,闻涛路和光辉路交叉口杭州印18号商铺
红阳日式料理(石桥店),日本菜,￥89,五星商户,507.0,9.1,8.9,9.0,海鲜玉子烤,芒果鳗鱼加州卷,猪排咖喱饭,北景园,永佳灯具城星际影城一楼
宜之蘭烧肉(杭州大厦501店),日本菜,￥210,准五星商户,927.0,8.7,9.1,9.1,特色海鲜酱焗烤阿根廷红虾,芝士喷枪吃法,海胆酱焗烤面包,钱江新城,景昙路9号杭州大厦501城市广场5F-04
椿和料理(武林店),日本菜,￥98,准五星商户,64.0,8.6,9.0,9.1,盐烤秋刀鱼,海胆炒饭,三文鱼刺身,武林广场,体育场路436号混堂桥1号
寿司巅(in77店),日本菜,￥216,准五星商户,49.0,8.9,8.9,9.0,蓝鳍金枪鱼大腹,三文鱼腹,牡丹虾,湖滨,东坡路延安路229-1号
山葵家精致料理寿司吧(临平银泰城店),日本菜,￥149,五星商户,171.0,8.9,9.1,8.9,刺身拼盘,蝴蝶卷,鹅肝芒果寿司,余杭区,南苑街道世纪大道西1号临平银泰城3号门一层144
浅草屋寿司(文一汇和城店),日本菜,￥90,准五星商户,194.0,8.8,8.9,8.8,海鲜玉子烧,桃子清酒,芒果鳗鱼加州卷,高新文教区,文一路汇合城1楼
兰岸围炉·栩家(湖滨店),日本菜,￥194,四星商户,148.0,8.1,8.8,8.4,鸡汤锅,九炙全垒打,生烤牛肉,湖滨,湖滨路55号
九井精致料理(凤起店),日本菜,￥175,准五星商户,5628.0,8.4,9.1,8.3,芝士大虾,檬三文鱼,刺身拼盘,凤起路沿线,凤起路555号
赤坂亭铁板烧日本料理(江汉路店),日本菜,￥303,准五星商户,537.0,8.6,9.1,8.8,自制秘烤鳗鱼,北极贝刺身,甜虾刺身,开发区/高教园,江汉路龙湖天街6楼6F-22商铺
蟹屋·深海蟹料理专门店,日本菜,￥283,准五星商户,2605.0,8.7,8.7,9.0,蟹肉芝士焗番薯,蟹肉蒸蛋,蟹肉小火锅,凤起路沿线,中山北路358号
勇寿司专门店,日本菜,￥247,五星商户,762.0,9.1,8.7,9.1,星鳗寿司,芝士豆腐,勇寿司盖饭,南山路,将军路50号
小林刺身(浙商创投店),日本菜,￥105,准五星商户,105.0,8.9,8.8,9.0,鹅肝寿司,黄油烤土豆,大阪炸串,西溪,西溪路527-7号钱江浙商创投中心1楼
渔万·隐藏在深处的精致日料,日本菜,￥157,准五星商户,81.0,8.9,8.8,9.1,牛油果沙拉,芝士焗大明虾,活雕鱼,萧山区,建设四路1098号信息港五期D幢111室
鲳锦崆寿司,日本菜,￥117,五星商户,302.0,9.2,8.7,9.0,双味鹅肝寿司,芒果鳗鱼寿司,霜降牛肉寿司,彩虹城,伟业路613号
永乐日本料理(亲橙里店),日本菜,￥136,准五星商户,203.0,8.4,8.9,8.9,鹅肝寿司,炸豆腐,厚切三文鱼,海创园,文一西路961号亲橙里6号楼403室
勇寿司专门店,日本菜,￥218,五星商户,402.0,9.1,9.1,9.1,星鳗寿司,梅子秋刀鱼,活海胆寿司,高新文教区,教工路2号
御牛道日式料理炭火烤肉(滨江宝龙店),日本菜,￥156,准五星商户,307.0,8.7,8.9,8.6,特上牛小排,雪花中落小排,法式鹅肝手握寿司,滨江宝龙城,滨盛路3867号宝龙城市广场5F-012
大渔铁板烧(大悦城店),日本菜,￥201,准五星商户,134.0,8.5,9.0,8.4,香煎鹅肝,刺生拼盘,黑虎虾,北大桥／大悦城,莫干山路与隐秀路交叉口杭州大悦城L7-22
兰岸围炉·栩家(滨江店),日本菜,￥239,四星商户,521.0,7.8,8.7,7.9,鸡汤锅,棉花糖,九炙全垒打,开发区/高教园,楚天路299号2号楼
顺居酒屋●深夜食堂专场,日本菜,￥115,准五星商户,50.0,8.8,8.8,9.1,芝士黄油土豆,鳗鱼牛油果卷,刺身三拼,庆春路沿线,建国中路280号
卿古炭火烧肉(武林银泰店),日本菜,￥135,准五星商户,209.0,8.7,8.7,8.8,卿古金牌烧肉组合,玫瑰牛舌,冠军雪花牛肉,武林广场,延安路530号武林银泰A馆914室
山葵家精致料理寿司吧(万象汇店),日本菜,￥160,准五星商户,204.0,9.0,9.1,9.0,刺身,甜虾,天妇罗,北干,金城路927号杭州万象汇3层L329号
小池屋日式料理·居酒屋(深夜食堂),日本菜,￥121,准五星商户,298.0,8.7,9.0,9.0,刺身三拼,秋刀鱼,泡菜海鲜锅,凯旋路/机场路沿线,全福桥路298号富亿中心一楼
御牛道日式料理炭火烤肉(萧山恒隆店),日本菜,￥165,准五星商户,406.0,8.8,8.9,9.0,特上牛小排,特等玫瑰牛舌,雪花牛腩,北干,山阴路恒隆广场2层208号
永乐日本料理(矩阵国际店),日本菜,￥143,准五星商户,544.0,8.7,8.7,8.9,炸豆腐,鹅肝寿司,刺身三拼,城西银泰,丰潭路与余杭塘路交叉口莱茵·矩阵国际6号楼一楼
樱燒貨·日式烧肉专门店,日本菜,￥150,五星商户,347.0,9.0,9.1,9.0,樱烧货牛小排,玫瑰牛舌,黑毛猪五花肉,解放路沿线,国货路4-1号
一風堂拉面(嘉里中心店),日本菜,￥74,四星商户,1864.0,8.0,8.5,8.5,焗土豆泥伴温泉蛋,特制赤丸,白丸元味,凤起路沿线,延安路353号杭州嘉里中心3幢B1层B120
江户前寿司(湖滨店),日本菜,￥322,准五星商户,1611.0,8.9,9.0,9.0,刺身,鹅肝和牛寿司,鳗鱼蒲烧,湖滨,学士路92号
铁人黑牛の店·日式炭火烤肉(东新店),日本菜,￥152,准五星商户,1029.0,8.5,8.7,8.8,秘制牛小排,芝士奶油地瓜,黑牛雪星肉,北景园,东新路949号-9
隐竹精致日料(新天地店),日本菜,￥194,准五星商户,185.0,8.5,9.1,9.0,鹅肝带子手握,精选刺身拼盘,烤牛舌,新天地,长浜路新天地购物中心四楼L411
喜神日式烤肉(武林广场中央商城店),日本菜,￥125,准五星商户,223.0,8.5,9.0,8.8,雪花肥牛,五花肉,薄切牛舌,武林广场,体育场路武林广场地下负一层45号
侠饭海鲜丼饭(湖滨店),日本菜,￥82,准五星商户,421.0,8.5,8.8,8.7,明太子烤土豆,和牛鹅肝手握,鳗鱼饭,湖滨,延安路189号
鳗誠屋(杭州大厦501店),日本菜,￥117,准五星商户,1264.0,8.6,8.3,8.8,鳗鱼三吃,鳗鱼盖饭,鹅肝寿司,钱江新城,景昙路9号西子国际B1层B104
味寻居酒屋·日料海鲜自助餐(双城国际店),日本菜,￥143,准五星商户,108.0,8.6,9.0,8.8,三文鱼,土豆沙拉,焗烤大明虾,开发区/高教园,安业路双城国际2幢102
泽川创作料理(西湖大道店),日本菜,￥118,准五星商户,1621.0,8.8,8.5,8.2,法式焗虾,三文鱼七切,海贼王,城站火车站,西湖大道148号
水车小屋,日本菜,￥137,准五星商户,206.0,8.9,8.6,8.3,鳗鱼饭,炸虾天妇罗,三文鱼厚切,通惠路沿线,开发区通惠北路35号
鹤川怀石料理(望湖店),日本菜,￥402,四星商户,1817.0,8.2,9.0,8.2,三文鱼刺身,大甜虾,银鳕鱼西京烧,庆春路沿线,环城西路2号望湖宾馆7楼
食卓SHOKUTAKU(中山店),日本菜,￥115,准五星商户,424.0,8.8,9.0,9.1,鹅肝寿司,西京鳕鱼烧,刺身三拼,凤起路沿线,中山北路145号
神田川拉面(下沙宝龙店),日本菜,￥34,准五星商户,43.0,8.4,9.1,9.1,烤五花肉定食,肥牛泡菜拉面,照烧鲭鱼,和达东东城,下沙经济开发区学府街宝龙商业中心3幢2楼214
中心屋日本料理(星光店),日本菜,￥205,准五星商户,187.0,8.6,8.9,8.6,炙烤鹅肝寿司,虾仁蛋黄酱,鳗鱼饭,开发区/高教园,江晖路1930号东和时代103号商铺
上越居酒屋(中山中路店),日本菜,￥124,准五星商户,1643.0,8.9,9.0,9.0,三文鱼刺身,寿司,乌冬面,吴山广场/河坊街,中山中路166号
赤坂亭炭火烧肉+日本料理(城西银泰城店),日本菜,￥271,四星商户,75.0,8.4,8.9,8.6,黑椒牛舌,焦糖布丁,北极甜虾,城西银泰,丰潭路380号4F003号
浅井日料(星耀城店),日本菜,￥99,准五星商户,918.0,8.3,8.5,8.6,豚骨拉面,浅井海鲜饭,烤串拼盘,星光大道,江陵路1926号星耀城2期1楼
争鲜回转寿司(龙湖杭州金沙天街店),日本菜,￥53,准五星商户,1327.0,8.2,8.8,8.5,鲑鱼肚,鳗鱼,焦糖炙烤鲑鱼,下沙,金沙大道560号龙湖杭州金沙天街B2楼034号
三上铁人料理(万象城店),日本菜,￥157,四星商户,3424.0,8.3,8.5,8.2,三文鱼,北极贝刺身,刺身拼盘,钱江新城,富春路701号万象城购物中心4层421号
花崎精致料理(建国店),日本菜,￥87,准五星商户,781.0,8.7,8.5,8.9,建国路278号寿司,花崎三味饭,泡菜锅,庆春路沿线,建国中路278号
一心·寿司料理(501生活广场店),日本菜,￥170,准五星商户,362.0,8.4,9.0,8.9,鳗鱼饭,周一三文鱼祭三文鱼刺身,炙烤海鲜寿司饭,新塘路/秋涛路沿线,景昙路杭州大厦501生活广场1层
面将王(星耀城二期),日本菜,￥40,准五星商户,96.0,8.4,8.6,9.0,豚骨鱼介沾面,豚骨白焱拉面（浓香）,溏心蛋,开发区/高教园,江陵路星耀城二期109
神田川拉面(运河上街店),日本菜,￥35,准五星商户,345.0,8.8,9.1,9.1,招牌豚骨拉面,烤五花肉定食,三味炸鸡,运河上街,金华路80号运河上街购物中心东区B1层
江户前寿司(滨江店),日本菜,￥283,准五星商户,242.0,8.7,9.0,8.8,和牛鹅肝寿司,刺身拼盘,迷你鳗鱼饭,星光大道,江陵路1916号兴祺大厦星耀城二期北区二幢202室
七町目日式炭火烤肉,日本菜,￥131,准五星商户,233.0,8.8,8.6,8.7,特上牛小排,特上牛舌,芝士石锅拌饭,城厢,高桥路泰和医院对面
浅草屋寿司(临平余之城店),日本菜,￥79,准五星商户,115.0,8.4,8.8,8.6,抹茶布丁,芒果鳗鱼加州卷,海鲜玉子烧,临平,临平迎宾路501号余之城生活广场东区一楼
和亭·居酒屋旭あさひ店,日本菜,￥104,准五星商户,870.0,8.5,8.7,8.7,玉子豆腐牛肉锅,韩风荞麦烧饼,芝士焗蟹宝,凤起路沿线,中山北路177号
菊川料亭精致料理,日本菜,￥268,四星商户,93.0,8.1,9.1,8.0,香芒鹅肝寿司,刺身拼盘,海胆,灵隐,西溪路560号第一幢
三禾屋(乐时城店),日本菜,￥89,准五星商户,43.0,8.7,9.0,9.0,烤活鳗鱼饭,原烤牛舌,三禾屋鳗鱼饭,海创园,向往街368号乐时城1楼
三匠日本料理,日本菜,￥60,准五星商户,28.0,8.9,8.8,8.9,三文鱼芒果芝士卷,招牌脆脆卷,土豆泥沙拉,开发区/高教园,滨和路1002号中赢国际一楼
钱江新城万豪酒店暮舍日本餐厅,日本菜,￥256,准五星商户,83.0,8.4,8.8,8.7,天妇罗,盐烤青花鱼,刺身定食,江干区,剧院路399号钱江新城万豪酒店3楼
东料理,日本菜,￥120,准五星商户,43.0,8.9,8.9,8.7,甜虾刺身,盐烤挪威青花鱼,寿司,朝晖地区,上塘路39号
九井精致料理(湖滨路店),日本菜,￥174,四星商户,6744.0,7.9,8.6,7.7,三文鱼,综合刺身,北极贝,湖滨,学士路58号
鱼铺(湖滨银泰in77店),日本菜,￥48,准五星商户,270.0,8.8,8.8,8.7,三文鱼,鳗鱼卷,鱼子酱军舰,湖滨,延安路258号湖滨银泰in77C区B1层
久赞深海水產·寿司(滨江龙湖天街店),日本菜,￥72,准五星商户,488.0,8.5,8.7,9.0,味增汤,三文鱼刺身,青青虫寿司,开发区/高教园,江汉路1515号B1-18
渡月阁日式拉面(体育场路店),日本菜,￥48,准五星商户,331.0,8.2,9.0,8.9,招牌炸鸡,豚骨浓汤拉面,日式拉面,武林广场,体育场路426号
稻川居酒屋,日本菜,￥137,五星商户,887.0,9.0,8.9,9.1,鹅肝手握,烤牛舌,猪排盖浇饭,凤起路沿线,中山北路279号
三上料理(杭州大厦购物城店),日本菜,￥139,四星商户,2553.0,8.1,8.0,7.9,招牌脆脆三文鱼卷,寿司拼盘,脆脆三文鱼刺身,武林广场,环城北路47号武林广场21号杭州大厦购物城C座B1层
大山前居酒屋,日本菜,￥95,准五星商户,860.0,8.8,8.9,8.6,火炙芒果金枪鱼手握,梅子茶泡饭,和风豆腐,西湖文化广场,文晖路257号
桃花源居酒小馆(栖悦城店),日本菜,￥154,准五星商户,921.0,8.3,8.8,8.7,炸鸡块,毛豆,青梅酒,西溪,紫金港路21号西溪栖悦城·文旅奥莱
秀料理·刺身(中山南路店),日本菜,￥95,准五星商户,453.0,8.7,9.0,9.0,三文鱼,刺身,法式鹅肝寿司,吴山广场/河坊街,中山南路405-2号
鱼宇居酒屋·148年的日料情怀(中赢康康谷店),日本菜,￥140,准五星商户,431.0,8.4,8.6,8.6,鹅肝寿司,芝士焗寿司,鸡软骨,开发区/高教园,春晓路中赢康康谷6幢109
